 20.000  21.000  22.000  22.500
5.077042e-01 100612 88558 6358 2866 450 
5.096862e-01 100425 88544 6353 2855 450 
5.116682e-01 100419 88544 6351 2855 450 
5.136502e-01 100413 88544 6351 2855 450 
5.156321e-01 100407 88543 6349 2854 450 
5.176141e-01 100402 88543 6347 2853 450 
5.195961e-01 100393 88543 6346 2848 450 
5.215781e-01 100387 88543 6346 2845 450 
5.235600e-01 100382 88543 6344 2844 450 
5.255420e-01 100379 88543 6343 2843 450 
5.275240e-01 100376 88540 6343 2843 450 
5.295060e-01 100373 88540 6343 2843 450 
5.314879e-01 100367 88540 6340 2842 450 
5.334699e-01 100364 88540 6338 2841 450 
5.354519e-01 100360 88540 6338 2840 450 
5.374339e-01 100348 88540 6338 2835 450 
5.394158e-01 100347 88540 6337 2835 450 
5.413978e-01 100344 88540 6336 2833 450 
5.433798e-01 100342 88540 6335 2833 450 
5.453618e-01 100337 88540 6335 2833 450 
5.473437e-01 100335 88540 6333 2833 450 
5.493257e-01 100333 88540 6333 2832 450 
5.513077e-01 100329 88540 6332 2830 450 
5.532897e-01 100322 88540 6330 2828 450 
5.552716e-01 100044 88431 6298 2816 448 
5.572536e-01 100037 88430 6297 2815 448 
5.592356e-01 100012 88430 6294 2810 447 
5.612176e-01 100006 88430 6292 2809 447 
5.631996e-01 99992 88430 6287 2802 447 
5.651815e-01 99984 88430 6284 2800 447 
5.671635e-01 99974 88427 6281 2798 447 
5.691455e-01 99971 88427 6281 2795 447 
5.711275e-01 99959 88425 6274 2793 447 
5.731094e-01 99953 88425 6273 2791 446 
5.750914e-01 99949 88425 6270 2790 446 
5.770734e-01 99944 88424 6270 2788 446 
5.790554e-01 99934 88423 6269 2783 446 
5.810373e-01 99931 88422 6268 2782 446 
5.830193e-01 99924 88422 6264 2780 446 
5.850013e-01 99918 88419 6263 2779 446 
5.869833e-01 99912 88418 6260 2778 446 
5.889652e-01 99903 88417 6258 2775 446 
5.909472e-01 99343 88135 6169 2742 434 
5.929292e-01 99326 88132 6159 2742 434 
5.949112e-01 99316 88126 6158 2742 434 
5.968931e-01 99300 88126 6156 2740 432 
5.988751e-01 99284 88120 6151 2738 431 
6.008571e-01 99271 88116 6147 2735 431 
6.028391e-01 99249 88110 6139 2729 431 
6.048210e-01 99240 88109 6133 2728 431 
6.068030e-01 99226 88101 6129 2727 431 
6.087850e-01 99223 88099 6128 2727 431 
6.107670e-01 99214 88096 6123 2727 431 
6.127490e-01 99202 88091 6122 2724 430 
6.147309e-01 99192 88087 6119 2722 430 
6.167129e-01 99171 88082 6110 2721 430 
6.186949e-01 99161 88082 6104 2718 430 
6.206769e-01 98262 87507 5998 2705 425 
6.226588e-01 98253 87502 5996 2704 425 
6.246408e-01 98237 87497 5993 2701 425 
6.266228e-01 98215 87490 5982 2698 425 
6.286048e-01 98206 87485 5980 2698 425 
6.305867e-01 98193 87478 5979 2697 425 
6.325687e-01 98170 87468 5971 2695 425 
6.345507e-01 98150 87462 5961 2693 425 
6.365327e-01 98143 87460 5958 2693 425 
6.385146e-01 98129 87455 5955 2689 425 
6.404966e-01 98118 87450 5952 2687 425 
6.424786e-01 98100 87445 5946 2682 425 
6.444606e-01 93072 83439 5465 2515 419 
6.464425e-01 93048 83429 5461 2507 419 
6.484245e-01 93019 83413 5453 2505 419 
6.504065e-01 92995 83405 5442 2503 419 
6.523885e-01 92973 83396 5435 2500 419 
6.543704e-01 92940 83375 5425 2499 419 
6.563524e-01 92918 83365 5418 2496 419 
6.583344e-01 92884 83344 5408 2496 419 
6.603164e-01 92865 83336 5404 2491 419 
6.622984e-01 92843 83328 5395 2489 418 
6.642803e-01 84876 75767 5221 2457 413 
6.662623e-01 84824 75731 5211 2454 413 
6.682443e-01 84795 75719 5201 2448 412 
6.702263e-01 84764 75702 5193 2445 412 
6.722082e-01 84737 75685 5185 2444 412 
6.741902e-01 84714 75673 5180 2442 412 
6.761722e-01 84689 75657 5176 2438 412 
6.781542e-01 84664 75641 5170 2436 412 
6.801361e-01 84639 75625 5169 2434 411 
6.821181e-01 46905 40156 3358 2041 405 
6.841001e-01 46782 40099 3312 2026 404 
6.860821e-01 46684 40029 3295 2016 404 
6.880640e-01 46595 39967 3277 2011 404 
6.900460e-01 46533 39932 3258 2005 404 
6.920280e-01 46453 39882 3242 1993 404 
6.940100e-01 46385 39846 3223 1983 404 
6.959919e-01 46344 39818 3218 1976 404 
6.979739e-01 16816 10463 3067 1958 403 
6.999559e-01 16687 10365 3048 1948 403 
7.019379e-01 16560 10267 3027 1942 403 
7.039198e-01 16465 10204 3002 1938 401 
7.059018e-01 16380 10145 2987 1929 400 
7.078838e-01 16302 10092 2971 1921 400 
7.098658e-01 16218 10034 2955 1916 399 
7.118478e-01 14342 8213 2933 1887 398 
7.138297e-01 14261 8157 2919 1881 397 
7.158117e-01 14188 8109 2906 1873 396 
7.177937e-01 14086 8036 2884 1867 396 
7.197757e-01 14010 7980 2868 1867 395 
